동영상제목,조회수,좋아요수,게시일,댓글내용,댓글작성자,댓글좋아요수,댓글작성일
내가 사용해 본 가장 유용한 MCP 서버 😎,75638,1967,2025-05-11T11:30:37Z,"💥 프로덕션 레벨의 올인원 코드 템플릿 Supaplate
로그인/회원가입, 댓글, 인증, DB 구성, 결제 모듈…
반복적이고 지루한 기본 작업에 들이는 시간을 획기적으로 줄이고
핵심 아이디어 위주로 빠르게 런칭하세요 ⚡️
프리미엄 코드 패키지 Supaplate 👉🏻 https://bit.ly/4dcwJfP",@nomadcoders,13,2025-05-11T11:52:33Z
,,,,"MCP를 구성하려다. 사용성 복잡도에 할짓이 아니다라고 판단함.
그래서 GPT에게 대체방안을 모색해서 GPT API를 통해 자동화 프로젝트를 진행하고 있는데, 결국 코딩자동화 보다는 래퍼런스 서포트에 중점을 두고 설계하고 있음.
나의 코딩 스타일에 마추어 기능을 공통함수나 유틸리티 말고는 하나의 소스페이지안에서 해결할 수 있게 구현하려고함.
이런 구조는 반복되는 코드의 집합이겠지만 직관적으로나 지엽적인 돌발기능이 추가 되어도 유연하게 대체할 수 있고 GPT로 하여금 코드를 받아 정합성을 확보 후 적용하기도 편함.",@땀쟁이아빠,23,2025-05-11T12:09:10Z
,,,,"핵심은 AI의 context 용량이라는 데에 극히 공감하고 그걸 해결하기 위해 다양한 수법들이 개발되어 가고 있긴 한데...
진짜 AI는 A작업을 하면 A와 연동되는 B를 작업할 때 A를 다 잊어리는 게 제일 다르기 힘든 부분 인 것 같아요.
진짜 초소형 작은 프로젝트라면 모르겠지만 상용으로 돌아갈 만한 서비스 규모라면 해당 구조를 기억하고 있지 못하기 때문에 온갖 개 뻘짓으로 난장판을 만드는 게 일상이 됩니다.
그런 의미에서 바이브 코딩이니 뭐니 하는 소리를 하면서 개나소나 다 할 수 있는 것 처럼 접근 하는 사람들이...  뭐가 문제인지도 모르고 유지보수성이 아예 존재하지 않는 스파게티 처럼 꼬인 거대한 똥무더기를 들고 남한테 고쳐내라고 우겨대기도 하지요.
TASK로 결국 소규모의 작업을 하는 것이 좋은 해결책이긴 하겠지만 큰 맥락이라는 걸 알 수 없기에 어렵네요
저도 자주 활용 하긴 합니다만 그렇게 뚝딱 잘나온 코드들은 결국 돌아가기만 하면 뭐 디테일은 상관없어 라고 넘기고 나면 정작 개발자도 그걸 이해 못하는 상황이 반복되더라구요.
시킨 개발자는 이미 기억이 안나고, 만든 AI는 이미 옛저녁에 자기가 만든게 뭔지도 이해가 안되고 ㅎㅎ 아무리 markdown으로 문서화 해도 그게 쌓이면 오히려 코드보다 설계사양이 더 커지는 웃지못한 상황도 벌어지고요 ㅎㅎㅎ
아무튼 재미있는 시도같네요. 잘 보고 갑니다.",@textlines,81,2025-05-11T14:01:46Z
,,,,"와 지금 cursor랑 windsurf 써서 웹사이트 두어개 개발완료하고 나서, cursor랑 windsurf 쓰려면 처음부터 철저한 문서화가 필요하겠구나 생각해서 지금 다음 프로젝트의 문서만 거의 하루 종일 작성중인데 타이밍 너무 좋네요",@WowMong,36,2025-05-11T15:24:53Z
,,,,말이 빠르다는 피드백을 잘 반영해 주신 게 느껴지네요. 더 나은 영상을 위해 늘 노력해 주셔서 감사드립니다 :),@아무거나-g7y,13,2025-05-11T14:36:28Z
,,,,"taskmaster  mcp 사용을 위해 claude api결제해야함. 간단히 점검해보고 사용 보류 상태, 
프로젝트 전체에 대한 계획이 어느 정도 완성되어 있으면 AI에게 일을 시키기 좋은 단계임.
심지어 PBD도 AI를 통해서 정리하면 더 효율적, 그런데, 프로젝트 진행중에 변화사항이 발생하면 어떻게 대응하는지 몰라서 적용은 보류함.
AI코딩에 대해서 실력과 경험에 따라 와 엄청나네 반응과 그래봐야 한계가 있고 손이 많이가네 반응, 사용하면서 적응하면서 후자이긴 하지만, 
지금!! 이정도 수준이라면 3~5년 후면 상위 티어 개발자외에 불필요 해 보임",@aimhighds,7,2025-05-13T02:59:57Z
,,,,AI에게 하청받아서 일하는 시대가 오는군요.,@yhkim2825,13,2025-05-11T12:58:16Z
,,,,다음 프로젝트는 슈퍼플레이트 사용해볼게요 땡큐 니꼬,@eno_6937,6,2025-05-11T14:01:47Z
,,,,"여러가지 유사한 솔루션 써보면서 약간씩 실망했는데, task-master는 써보고 완전 만족했어요~ 개념은 당연히 좋아도 은근 뭔가 잘 안되는 경우도 있는데 이건 진짜 의미있게 작동하더라구요! 소개 감사합니다~",@SeonggyuLee,1,2025-05-16T01:52:45Z
,,,,"시험삼아 한 번 써봤는데 어느 정도 유용하더라고요.

하나하나 가르쳐주는 용도로 쓰는 데 유용하겠군요.",@NangGu,1,2025-05-13T07:55:16Z
요즘 난리난 Windsurf! 핵심 기능만 알려드림.,50782,1014,2025-04-27T11:30:42Z,윈드서프 구경가기 👉🏻 https://wind.surf/nomadcoders,@nomadcoders,3,2025-04-27T12:08:53Z
,,,,너무 새로워 맨날 새로워 ~,@smboy86,6,2025-04-27T23:07:56Z
,,,,근데 진짜 윈드서프 엄청 빨리 업데이트되는 것 같아서 좋아요. 거의 2-3일에 한번씩 새 기능이 생기는 중.,@tangiblemark,18,2025-04-27T13:30:40Z
,,,,Cursor AI로 돈벌어 볼려고 열심히 쓰고 있는데 새로운걸 또 해봐야겠군요,@lifeispain2,8,2025-04-27T13:21:47Z
,,,,windsurf는 다른 유튜브영상에서 보긴했었어요 그런데 소개해주신 cursor ai를 잘사용하고 있어서 그냥 넘겼는데 선생님이 추천해주시니 한번 써봐야겠네요 진짜 요즘은 왜 이렇게 많은것들이 나오는지 또 다른것들이 나오고 하겠죠 ㅋㅋ,@junhyeongcho6255,19,2025-04-27T11:55:54Z
,,,,"Cursor만 쓰고 있는데, 웹 개발엔 Windsurf가 더 좋아보이네요",@conodingye,6,2025-04-27T11:48:48Z
,,,,"copilot 은 성능이 맘에 안들었고, cursor 는 너무 어려웠는데, windsurf 는 설정이 많이 필요없고 바로 쓸수 있어서 애용하고 있습니다. 구독 고민중",@leejg129,4,2025-04-27T16:31:25Z
,,,,"파파 니콜라스, 나도 비슷한 시기에 파파가 되었지 ㅎㅎ 힘내요 😊",@CheaseRush,8,2025-04-27T11:37:42Z
,,,,함 써봐야 겠네용. 주요 기능에대한 정보 소개 감사합니다 ❤,@zemnanet,2,2025-04-27T15:06:37Z
,,,,그저 행복하다,@sejong24,2,2025-04-27T14:49:13Z
재택 10년차 개발자 😎 데스크셋업 필수템 공개,39913,796,2025-04-13T11:30:29Z,"💥 2025 신규강의! Maker 마스터클래스
1인 개발자, 지금 당장 만들어 드립니다 
Cursor AI + Remix + Supabase 의 엄청난 조합⚡️
슈퍼 1인 개발자 되기 👉🏻 https://bit.ly/4hyz8mx​",@nomadcoders,4,2025-04-13T12:34:24Z
,,,,썸네일 보고 당연히 글록 18c용 33발들이 탄창일줄 알았는데 아니었네,@gyu0409,30,2025-04-13T17:32:55Z
,,,,"하루종일 앉아있는 직업은 모션 데스크를 필수로 사용해야 할 것 같음

의자는 최상위 모델이 아닌 적당히 좋은 걸로 고르고 책상을 바꾸는 게 현명한 선택",@jumping-wolf,18,2025-04-13T12:20:01Z
,,,,"재택근무 하는사람으로서 필요하네요
1. 스탠딩테이블 Maidesite Electric Standing Table
2. 모니터 Dell U2723QE UltraSharp USB-C 4K UHD
3. 노트북 거치대 UGREEN Vertical Laptop Stand
4. 눈조명 Quntis Monitor Lamp 40cm USB Monitor Light Bar
5. 걷기 머신 TODO Electric Treadmill with Tilt",@youth-v7x,22,2025-04-14T02:07:12Z
,,,,이렇게 귀여운 따님이 있으셨다니. 처음으로 댓글을 달게 하시네요.,@KharismaKoo,5,2025-04-13T12:21:25Z
,,,,층간소음 걱정만 없다면 바로 구매하고 싶네요. 저도 재택근무하는데 퇴근하고 걷는게 그렇게 시간이 아깝더라고요 ㅋㅋ 좋은 정보 감사합니다.,@anonn7248,1,2025-04-24T00:58:54Z
,,,,당연히 의자 광고인가 하고 들어왔는데 내돈내산이였군요!! 재밌게볼게요,@manpurple9542,3,2025-04-13T11:35:09Z
,,,,모션 데스크까진 알았는데 걷기머신은 처음보네요. 좋아보입니다,@l1634,1,2025-05-01T13:54:42Z
,,,,"형님 안녕하세요 공덕에 거주 중인데, 가끔 경의선 숲길 쪽에서 큰 텀블러 들고 다니시던거 몇번 보고 다음에 마주치면 영상 잘 보고 있다고 인사하려고 했는데, 다른 나라로 가셨군요ㅜ 영상은 항상 잘 보고 있습니다. 거기서도 건강하십쇼",@mnms_432,1,2025-04-20T05:34:26Z
,,,,좋은 제품 소개 감사합니다. 모니터도 정말 좋고 덕분에 정말 깔끔하고 건강까지 챙기는 영상이네요.,@IlIlllIlIllIIl,3,2025-04-13T12:19:36Z
요즘 난리난 MCP! 10분안에 정리해줌.,172454,3374,2025-03-30T10:30:08Z,"[원티드 X 노마드 코더]

1년 중 가장 많은 이직이 이뤄지는 3-4월!
개발자라면 누구나 이용하는 필수 커리어 플랫폼 '원티드'에서
이 시기를 놓치지 않도록 500만 원 축하금과 합격 가이드를 준비했대요.

지금 지원하고 서류 합격만 해도 100% 혜택!
- 랜덤 추첨 1명에게 500만 원 지급
- 서류 합격자 전원에게 네이버페이 포인트 5,000원 지급

이벤트 기간 : ~ 4/30

이직 준비, 어떻게 해야 할지 막막하다면?
포트폴리오 작성부터 실무 스킬, 면접 전략까지!
무료 온라인 강의들도 준비되어 있으니
원티드와 함께 연봉 앞자리를 바꿔보세요.

원티드 대이직시대 이벤트 확인하기
- https://buly.kr/6MrBlKa

더 좋은 기회를 찾고 있다면, 지금을 놓치지 마세요.",@nomadcoders,22,2025-03-30T11:18:28Z
,,,,openai 에도 비슷한게 있었지만 결국 쉬운 표준화를 anthropic 에서 제정하고 openai 가 그 표준을 지원하겠다니.. ai판은 늘 흥미진진하네요,@supapa-g,14,2025-04-01T03:43:03Z
,,,,"파일이 대량으로 쌓여있는데 정리하기 귀찮아서 MCP로 이 문서들 읽어보고 주제별로 폴더 만들어서 분류해달라고 했더니 한번에 정리해주네요. 
정말 신세계를 느꼈습니다..",@limwangu,69,2025-03-30T15:45:26Z
,,,,"그러니까 LLM 모델, 서비스/비즈니스 로직을 직관적으로 이어주는 데 특화된 서버라는 건가...?
흠 뭔가 기술적으로 엄청 특별한 건 없어 보이는데 실용적이긴 할거 같네요",@baejeongwon,31,2025-03-30T11:00:20Z
,,,,드뎌 니꼬쌤도 MCP에 대해서 올려주셨네요. 샘알트먼이 직접 OpenAI에서 곧 MCP 적용해준다고 해서 기대 중입니다. 앞으로 개발자가 할 일도 더 많아지겠네요.,@riopark85,27,2025-03-30T14:12:01Z
,,,,"This is a great method for overcoming the current limitations of LLMs. We should definitely learn it. I personally believe it’s likely to become a standard, like REST API",@samfrancis1873,6,2025-03-30T18:31:22Z
,,,,이 형도 이게 처음이라 게속 MPC 서버라고 말씀ㅋㅋㅋㅋㅎㅎ,@dkrlwnstn1,5,2025-04-16T08:39:02Z
,,,,팀단위 개발에 아주 유용한데 1인 개발자라면 신중하게 판단해야 하죠. 프로젝트가 아주 복잡한게 아니라면 MCP 구성하는게 오히려 복잡성만 더 키울 수 있어요.,@DNL-li1ve,40,2025-03-30T14:12:28Z
,,,,축약하다보니까 그런건가 배속걸고 보는거 같아요 좀 천천히 바꿔도될꺼 같아요! mcp 공유해줘서 고마워요~!,@ethan0318,11,2025-03-31T07:20:53Z
,,,,"좋은 영상 항상 고맙습니다. 
MCP를 활용한 관련된 더 자세한 강의를 제작할 예정이 있나요?",@COSEO-hr9es,7,2025-03-30T10:40:26Z
Lynx 틱톡의 새로운 프레임워크를 써봤다...!,23234,370,2025-03-16T11:30:12Z,"💥 2025 신규강의! Maker 마스터클래스
1인 개발자, 지금 당장 만들어 드립니다 
Cursor AI + Remix + Supabase 의 엄청난 조합!
얼리버드 한정 특별가 진행 중 ⚡️
슈퍼 1인 개발자 되기 👉🏻 https://bit.ly/4hyz8mx",@nomadcoders,3,2025-03-16T12:10:26Z
,,,,딱히 큰 장점은 없어보여서 냅두기로..,@SaomanLee,36,2025-03-16T11:49:20Z
,,,,개열받는 Expo를 대체할수 있다는것 하나만으로 충분한 가치가 있다고 봅니다.,@alphaOrderly,32,2025-03-16T12:12:36Z
,,,,Need to wait until claude masters lynxjs,@wonbon-l2g,4,2025-03-16T12:49:30Z
,,,,중간에 깜짝출연 너무 귀엽네요 ㅋㅋㅋ,@IlIlllIlIllIIl,2,2025-03-16T23:07:01Z
,,,,따끈따끈하긴 한데 생태계가 만들어지지 않으면 안쓸듯.,@구-e6j,3,2025-03-16T13:19:16Z
,,,,"RN reanimated가 UI스레드와 JS스레드를 나눈걸 보고 이게 왜 RN에 기본 내장되지 않은걸까~ 생각했었는데, Lynx가 이뤘군요...",@뀨뀨꺄꺄-h5l,4,2025-03-16T16:04:25Z
,,,,와 웹 앱 다되는데 웹을 html로 뽑아주네,@문대승-j6d,4,2025-03-16T12:15:43Z
,,,,compose multiplatform도 좋아요!,@SundayIsJjajang,0,2025-03-18T01:07:41Z
,,,,중국이 점점 소프트웨어에서 큰 부각을 드러내고 있어요. 특히 오픈소스 보면 중국인들이 만든거 점점 더 보임,@푸우푸우-s7v,15,2025-03-16T19:41:49Z
제발 출시해주세요 😫 유저들이 만든 유니티 게임 모음,19044,249,2025-03-06T11:30:25Z,"🔹Unite Seoul 2025 X 노마드 코더🔹
🎁 아래 링크에서 노마드 코더 구독자들을 위해
Unity가 준비한 특별한 선물을 확인해보세요! 🎁

[Unite Seoul 등록하고 선물받기]
👉 https://on.unitysquare.co.kr/3XrxgDQ

[핸즈온 트레이닝 참가 등록하기]
👉 https://on.unitysquare.co.kr/41IpMik

[Unite Seoul의 다양한 이벤트 구경하기]
👉 https://on.unitysquare.co.kr/4i2DsL1",@nomadcoders,4,2025-03-06T11:35:47Z
,,,,다들 되게 잘만드셨다...,@xooody,7,2025-03-06T12:00:14Z
,,,,재밌게 보고잇어요❤❤,@Uhahahaha0217,4,2025-03-06T11:41:02Z
,,,,김치런 만들고 확실히 실력이 늘엇어요 고맙습니다!!,@moonsoon234,3,2025-03-18T10:12:02Z
,,,,존경합니다,@penquin697,5,2025-03-06T11:31:36Z
,,,,Cool❤,@ekto7957,2,2025-03-06T12:12:11Z
,,,,노마드 코더님 최근에 비주얼 스튜디오 확장프로그램 Material Theme에 악성코드가 발견됬다는 소식들으셨나요?,@sejin5529,1,2025-03-08T15:19:30Z
,,,,혹시 유니티 서울 2025는 서울로 직접 가서 참여하는것인가요? 그리고 노마드 코더님의 김치런 튜토리얼말고는 유니티를 접해본적 없어도 참여 가능 한가요? 마지막으로 미성년자도 유니티 서울 2025에 참가할 수 있나요?,@blueviolet700,1,2025-03-15T10:37:09Z
,,,,❤🕹️👍👍👍👍👍,@zanzaezoo,3,2025-03-06T11:53:50Z
,,,,50만 갑시당~~,@판타스틱파이,2,2025-03-06T12:32:07Z
ChatGPT 가 NextJS 를 버렸다고?,48494,741,2025-02-16T11:30:03Z,"💥 2025 신규강의! Maker 마스터클래스
1인 개발자, 지금 당장 만들어 드립니다 
Cursor AI + Remix + Supabase 의 엄청난 조합!
30만 원 상당의 프리미엄 코드 패키지 포함! 한정 특별가 진행 중 ⚡️
슈퍼 1인 개발자 되기 👉🏻 https://bit.ly/4hyz8mx",@nomadcoders,8,2025-02-16T13:33:55Z
,,,,"현업에서 써봤을때는 Next.js로 1개월짜리를 SvelteKt으로 2주 쪼금 더 걸려서 런칭하고 바로 서비스 함. 현재 1인 개발자로 SvelteKit 첫 버전부터 꾸준히 사용 중 입니다. 컴포넌트, 함수 쪼개고 상태관리 눈 돌아가는 리액트+넥스트 조합보다 SvelteKit으로 맘 편히 개발 중 입니다. 2주면 적응 가능하지만 원리를 이해하고 깊이 들어갈 수록 어렵기는 하네요..",@eugenehaas4215,21,2025-02-17T14:34:09Z
,,,,remix라는건 또 이번에 처음 알게 됐네요. 결국 react를 중심으로 여러 프레임워크가 나오는거 같습니다. 지금의 프론트엔드 개발분야는 어떤 기술스택을 아는것도 중요하지만.. 결국 빨리 배우고 익히는것도 점점 더 중요해지네요.. 오늘도 잘보고 갑니다,@Jeenie92,31,2025-02-16T12:24:27Z
,,,,"워낙에 react가 큰 성공을 거두다보니, 새로 나오는 프레임워크 혹은 툴킷들도 리액티의 향기가 나는 경우가 많아서
개인적으로 선택지는 많은데 고를게 그렇게 많지 않은 느낌을 받습니다",@ajaeDev,24,2025-02-16T11:43:16Z
,,,,스벨트붐은 온다...스벨트붐은 온다...스벨트붐은 온다...스벨트붐은 온다...스벨트붐은 온다...,@금마주택203호,65,2025-02-16T12:43:40Z
,,,,진짜 프론트는 동물의 왕국이네;;,@songbird345,23,2025-02-16T12:05:51Z
,,,,최근에 react-router가 업데이트된 거 보고 다음 프로젝트엔 이걸 써볼까 했는데 마침..! 웹 표준을 따른다는게 매력적이라 더더욱 관심이 가네요.. 관련 영상 더 올라왔으면..,@MSYForever1,6,2025-02-16T18:43:37Z
,,,,새내기분들 기술을 배우고 적용하는건 좋은데 항상 비즈니스에 도움이 되는지 잘 생각해봐야 합니다. 일반 직장에 다니는 사람은 커리어에 도움이 되는지도요. 시간도 비용입니다.,@weijowijefiofjwioefj,4,2025-02-19T04:58:34Z
,,,,큰 문제 없는 이상 운영 환경에서 사용하는 프레임워크 교체는 신중하게 결정하는 게 좋아요. 엔지니어링 관점에서 좋은 선택이 비즈니스 관점에서도 항상 좋은 선택인 것은 아닐 수 있습니다. 매번 새로운 프레임워크 나올 때마다 새로 배우고 적용하면 기존에 사용하던 프레임워크 관련 지식도 깊이가 안 생겨요.,@wonders08,10,2025-02-17T10:08:29Z
,,,,너무 좋은 영상 감사합니다...,@ZZEORO94,0,2025-07-03T22:50:58Z
바이브코딩? AI로 투자 앱을 만들어봤다!,69809,1409,2025-02-02T11:00:54Z,"💥 2025 신규강의! Maker 마스터클래스
1인 개발자, 지금 당장 만들어 드립니다 
30만 원 상당의 프리미엄 코드 패키지 포함! 한정 특별가 진행 중 ⚡️
슈퍼 1인 개발자 되기 👉🏻 https://bit.ly/4hyz8mx​",@nomadcoders,13,2025-02-02T11:08:32Z
